textid	text	pair	relation	symmetry	label
65957	illia ostrozky is a sibling of knyaz konstantin konstantinovich ostrozhskiy	knyaz konstantin konstantinovich ostrozhskiy is a sibling of illia ostrozky	is a sibling of	symmetric	entailment
161616	rozanov possibly the same as ryazanov	ryazanov possibly the same as rozanov	possibly the same as	symmetric	entailment
82702	olga pavlovna of russia is a sibling of elena pavlovna	elena pavlovna is a sibling of olga pavlovna of russia	is a sibling of	symmetric	entailment
69933	louis iii de lorraine, 3e cardinal de guise is a sibling of charles, duke of guise	charles, duke of guise is a sibling of louis iii de lorraine, 3e cardinal de guise	is a sibling of	symmetric	entailment
15652	anglesia visconti is a sibling of agnese visconti	agnese visconti is a sibling of anglesia visconti	is a sibling of	symmetric	entailment
177121	george augustus, lord viscount howe is a sibling of general sir william howe	general sir william howe is a sibling of george augustus, lord viscount howe	is a sibling of	symmetric	entailment
130528	j. a. whistler is a sibling of william mcneill whistler	william mcneill whistler is a sibling of j. a. whistler	is a sibling of	symmetric	entailment
159853	roger de montgomery of poitou is a sibling of hugh the red	hugh the red is a sibling of roger de montgomery of poitou	is a sibling of	symmetric	entailment
268606	thomas cromwell (parliamentary diarist) is a sibling of henry cromwell, 2nd baron cromwell	henry cromwell, 2nd baron cromwell is a sibling of thomas cromwell (parliamentary diarist)	is a sibling of	symmetric	entailment
127361	ibrahim el bakraoui is a sibling of khalid el bakraoui	khalid el bakraoui is a sibling of ibrahim el bakraoui	is a sibling of	symmetric	entailment
184516	turki bin talal is a sibling of khaled bin talal bin abdul aziz al saud	khaled bin talal bin abdul aziz al saud is a sibling of turki bin talal	is a sibling of	symmetric	entailment
150562	francisco esteban acuña de figueroa is different from john curtis (entomologist)	john curtis (entomologist) is different from francisco esteban acuña de figueroa	is different from	symmetric	entailment
95833	erna hanfstaengl is a sibling of ernst franz sedwick hanfstangl	ernst franz sedwick hanfstangl is a sibling of erna hanfstaengl	is a sibling of	symmetric	entailment
150739	karl stenhammar is a sibling of ernst stenhammar	ernst stenhammar is a sibling of karl stenhammar	is a sibling of	symmetric	entailment
40564	john carey (critic) is different from john carey (classical scholar)	john carey (classical scholar) is different from john carey (critic)	is different from	symmetric	entailment
298169	tut anj amon is a sibling of merytaten	merytaten is a sibling of tut anj amon	is a sibling of	symmetric	entailment
129297	guy of brionne is a sibling of william i of burgundy	william i of burgundy is a sibling of guy of brionne	is a sibling of	symmetric	entailment
64576	camilla gjersem is a sibling of anne line gjersem	anne line gjersem is a sibling of camilla gjersem	is a sibling of	symmetric	entailment
127969	anna of austria (1528-1590) is a sibling of charles ii francis of austria	charles ii francis of austria is a sibling of anna of austria (1528-1590)	is a sibling of	symmetric	entailment
232781	frederick francis iv, grand duke of mecklenburg-schwerin is a sibling of alexandrine of denmark	alexandrine of denmark is a sibling of frederick francis iv, grand duke of mecklenburg-schwerin	is a sibling of	symmetric	entailment
20264	maria jefferson eppes is a sibling of harriet hemings	harriet hemings is a sibling of maria jefferson eppes	is a sibling of	symmetric	entailment
214504	freddie leveson is a sibling of granville george leveson-gower, 2nd earl granville	granville george leveson-gower, 2nd earl granville is a sibling of freddie leveson	is a sibling of	symmetric	entailment
91888	vudhijaya chalermlabha is a sibling of adorndibyanibha	adorndibyanibha is a sibling of vudhijaya chalermlabha	is a sibling of	symmetric	entailment
59494	hiroyuki kobayashi (footballer) is different from hiroyuki kobayashi (pitcher)	hiroyuki kobayashi (pitcher) is different from hiroyuki kobayashi (footballer)	is different from	symmetric	entailment
276218	introduction to virus possibly the same as biological virus	biological virus possibly the same as introduction to virus	possibly the same as	symmetric	entailment
99044	george albert i, count of erbach-schonberg is a sibling of frederick magnus, count of erbach-fürstenau	frederick magnus, count of erbach-fürstenau is a sibling of george albert i, count of erbach-schonberg	is a sibling of	symmetric	entailment
131878	pierre i de lusignan is a sibling of james i of cyprus	james i of cyprus is a sibling of pierre i de lusignan	is a sibling of	symmetric	entailment
246276	eleanor, countess of pembroke is a sibling of alice de lusignan, countess of surrey	alice de lusignan, countess of surrey is a sibling of eleanor, countess of pembroke	is a sibling of	symmetric	entailment
301496	eosturmonath possibly the same as zaria (deity)	zaria (deity) possibly the same as eosturmonath	possibly the same as	symmetric	entailment
284223	philip of greece and denmark is a sibling of princess george william of hanover	princess george william of hanover is a sibling of philip of greece and denmark	is a sibling of	symmetric	entailment
24394	johann of saxony is a sibling of friedrich august, king of saxony	friedrich august, king of saxony is a sibling of johann of saxony	is a sibling of	symmetric	entailment
242945	muhammad umar ‘abd al-rahman is a sibling of asim abdulrahman	asim abdulrahman is a sibling of muhammad umar ‘abd al-rahman	is a sibling of	symmetric	entailment
213675	genmei tennō is a sibling of princess ōta	princess ōta is a sibling of genmei tennō	is a sibling of	symmetric	entailment
210416	dionysius areopagites is different from pseudo-dionysius areopagite	pseudo-dionysius areopagite is different from dionysius areopagites	is different from	symmetric	entailment
255384	nielsen, christopher is a sibling of jokke	jokke is a sibling of nielsen, christopher	is a sibling of	symmetric	entailment
168376	henri (first name) possibly the same as henricus (given name)	henricus (given name) possibly the same as henri (first name)	possibly the same as	symmetric	entailment
254056	lyubart-dmytro is a sibling of narimantas of novgorod	narimantas of novgorod is a sibling of lyubart-dmytro	is a sibling of	symmetric	entailment
161703	phaleria (tenebrionidae) is different from phaleria	phaleria is different from phaleria (tenebrionidae)	is different from	symmetric	entailment
64970	maharani gayatri devi is a sibling of jagaddipendra narayan	jagaddipendra narayan is a sibling of maharani gayatri devi	is a sibling of	symmetric	entailment
263541	prince of qi is a sibling of emperor daizong of tang china	emperor daizong of tang china is a sibling of prince of qi	is a sibling of	symmetric	entailment
171239	princess sophie of saxe-coburg-saalfeld is a sibling of leopold, duke of saxony	leopold, duke of saxony is a sibling of princess sophie of saxe-coburg-saalfeld	is a sibling of	symmetric	entailment
276019	katia (first name) possibly the same as kathy (given name)	kathy (given name) possibly the same as katia (first name)	possibly the same as	symmetric	entailment
282555	dodo, prince yu is a sibling of abatai	abatai is a sibling of dodo, prince yu	is a sibling of	symmetric	entailment
187699	malivai washington is a sibling of mashiska washington	mashiska washington is a sibling of malivai washington	is a sibling of	symmetric	entailment
228300	al-bandari bint abdulaziz is a sibling of fawwaz bin abdul-aziz al saud	fawwaz bin abdul-aziz al saud is a sibling of al-bandari bint abdulaziz	is a sibling of	symmetric	entailment
97909	galla jayadev is a sibling of manjula ghattamaneni	manjula ghattamaneni is a sibling of galla jayadev	is a sibling of	symmetric	entailment
275205	hugh magnus of france is a sibling of adèle of france, countess of flanders	adèle of france, countess of flanders is a sibling of hugh magnus of france	is a sibling of	symmetric	entailment
98129	garibald (name) possibly the same as garibaldo	garibaldo possibly the same as garibald (name)	possibly the same as	symmetric	entailment
11585	odilo of bavaria is a sibling of huoching	huoching is a sibling of odilo of bavaria	is a sibling of	symmetric	entailment
259554	katrin (first name) possibly the same as katharina (given name)	katharina (given name) possibly the same as katrin (first name)	possibly the same as	symmetric	entailment
67903	charles i, duke of bourbon is a sibling of louis i, count of montpensier	louis i, count of montpensier is a sibling of charles i, duke of bourbon	is a sibling of	symmetric	entailment
170208	fj de rothschild is a sibling of alice de rothschild	alice de rothschild is a sibling of fj de rothschild	is a sibling of	symmetric	entailment
308463	thomas butler, 10th earl of ormonde is a sibling of james butler of duisk	james butler of duisk is a sibling of thomas butler, 10th earl of ormonde	is a sibling of	symmetric	entailment
179365	civil libertarianism is different from left-libertarianism	left-libertarianism is different from civil libertarianism	is different from	symmetric	entailment
104004	kunigunde of poland is a sibling of casimir iii, the great	casimir iii, the great is a sibling of kunigunde of poland	is a sibling of	symmetric	entailment
262951	mieszko mieszkowic is a sibling of boleslaus the brave	boleslaus the brave is a sibling of mieszko mieszkowic	is a sibling of	symmetric	entailment
116240	charles i de valois, duke of orléans is a sibling of philip, count of vertus	philip, count of vertus is a sibling of charles i de valois, duke of orléans	is a sibling of	symmetric	entailment
159204	tiberius (son of constans ii) is a sibling of kōnstantinos iv	kōnstantinos iv is a sibling of tiberius (son of constans ii)	is a sibling of	symmetric	entailment
63693	franz ii. joseph karl is a sibling of archduke rudolf of austria (1788-1831)	archduke rudolf of austria (1788-1831) is a sibling of franz ii. joseph karl	is a sibling of	symmetric	entailment
293971	maria josefa da saxonia is a sibling of maria ferranda de saxonia	maria ferranda de saxonia is a sibling of maria josefa da saxonia	is a sibling of	symmetric	entailment
289611	thieu tri is a sibling of nguyễn phúc miên trinh	nguyễn phúc miên trinh is a sibling of thieu tri	is a sibling of	symmetric	entailment
